"","EVENT_DATE","YEAR","EVENT_TYPE","PERPRETATORS","VICTIMS","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","FATALITIES"
"1","1997-01-15",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Turkana","Turkana East","Katilia","Suguta Valley",2.16667,36.51667,"BBC Monitoring Service: Africa",10
"2","1997-01-22",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (International)","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Reuters News",1
"3","1997-01-23",1997,"Violence against civilians","Giriama Ethnic Militia (Kenya)","Civilians (Somalia)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Reuters News",2
"4","1997-01-25",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Associated Press International",0
"5","1997-02-09",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Nyeri","Nyeri Town","Rware","Nyeri",-0.41667,36.95,"Reuters News; Agence France Presse; Associated Press",0
"6","1997-02-18",1997,"Violence against civilians","Unidentified Armed Group (Ethiopia)","Civilians (Kenya)","Kenya","Turkana","Turkana North","Lake Zone","Todenyang",4.53333,35.93333,"BBC Monitoring Service: Africa",8
"7","1997-02-23",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters News; Agence France Presse",0
"8","1997-02-23",1997,"Remote violence","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kiambu","Kiambu","Riabai","Kikuyu Township",-1.1666,36.8333,"Xinhua; Associated Press",1
"9","1997-02-24",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Xinhua",0
"10","1997-02-24",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Agence France Presse",0
"11","1997-02-25",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Associated Press International",0
"12","1997-02-26",1997,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Associated Press International",0
"13","1997-03-23",1997,"Battle-No change of territory","Unidentified Ethnic Militia (Ethiopia)","Police Forces of Kenya (1978-2002)","Kenya","Mandera","Mandera West","Takaba South","Kokai",3.31667,40.45,"BBC Monitoring",16
"14","1997-03-23",1997,"Violence against civilians","Unidentified Ethnic Militia (Ethiopia)","Civilians (Kenya)","Kenya","Mandera","Mandera West","Takaba South","Kokai",3.31667,40.45,"BBC Monitoring",41
"15","1997-03-27",1997,"Battle-No change of territory","Unidentified Armed Group (Ethiopia)","Police Forces of Kenya (1978-2002)","Kenya","Marsabit","North Horr","Illeret","Ileret",4.31667,36.21667,"Reuters News",16
"16","1997-03-27",1997,"Battle-No change of territory","Unidentified Ethnic Militia (Ethiopia)","Police Forces of Kenya (1978-2002)","Kenya","Mandera","Mandera West","Takaba South","Kokai",3.31667,40.45,"Reuters",0
"17","1997-03-27",1997,"Violence against civilians","Unidentified Armed Group (Ethiopia)","Civilians (Kenya)","Kenya","Marsabit","North Horr","Illeret","Ileret",4.31667,36.21667,"Reuters News",80
"18","1997-03-27",1997,"Violence against civilians","Unidentified Ethnic Militia (Ethiopia)","Civilians (Kenya)","Kenya","Mandera","Mandera West","Takaba South","Kokai",3.31667,40.45,"Reuters",26
"19","1997-04-02",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Xinhua",0
"20","1997-04-02",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Xinhua",0
"21","1997-04-02",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Xinhua",0
"22","1997-04-02",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Xinhua",0
"23","1997-04-11",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Marsabit","Laisamis","Laisamis","Laisamis",1.6,37.8,"BBC Monitoring Service: Africa",6
"24","1997-04-12",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"Agence France Presse",0
"25","1997-04-14",1997,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Kitui","Kitui Central","Township","Kitui",-1.36667,38.01667,"Agence France Presse",0
"26","1997-04-14",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Kakamega","Lurambi","Sheywe","Kakamega",0.2833,34.75,"Agence France Presse; KTN TV",0
"27","1997-04-18",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Xinhua",0
"28","1997-04-21",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse",1
"29","1997-05-01",1997,"Battle-No change of territory","Pokot Ethnic Militia (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Elgeyo-Marakwet","Keiyo North","Kapchemutwa","Iten",0.670173,35.507735,"Reuters News; Agence France Presse",4
"30","1997-05-02",1997,"Battle-No change of territory","Pokot Ethnic Militia (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Elgeyo-Marakwet","Keiyo North","Kapchemutwa","Iten",0.670173,35.507735,"Reuters News; Agence France Presse",3
"31","1997-05-03",1997,"Riots/Protests","Rioters (Kenya)","Military Forces of Kenya (1978-2002) General Service Unit","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters News; Agence France Presse; KTN TV",1
"32","1997-05-12",1997,"Battle-No change of territory","Pokot Ethnic Militia (Kenya)","Marakwet Ethnic Militia (Kenya)","Kenya","Turkana","Turkana Central","Kerio Delta","Kerio",2.98333,36.11667,"Reuters News; Agence France Presse",8
"33","1997-05-14",1997,"Battle-No change of territory","Pokot Ethnic Militia (Kenya)","Marakwet Ethnic Militia (Kenya)","Kenya","Turkana","Turkana Central","Kerio Delta","Kerio",2.98333,36.11667,"Reuters News; Agence France Presse",7
"34","1997-05-31",1997,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse",0
"35","1997-05-31",1997,"Riots/Protests","Police Forces of Kenya (1978-2002)","Rioters (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse",0
"36","1997-06-09",1997,"Battle-No change of territory","Borana Ethnic Militia (Kenya)","Degodia Ethnic Militia (Kenya)","Kenya","Isiolo","Isiolo North","Bulla Pesa","Isiolo",0.35462,37.58218,"BBC Monitoring Service: Africa",1
"37","1997-06-16",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (International)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse",0
"39","1997-06-19",1997,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Globe and Mail; Associated Press",0
"40","1997-06-19",1997,"Riots/Protests","Rioters (Kenya)","Rioters (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Globe and Mail; Associated Press",0
"41","1997-07-03",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters News",0
"42","1997-07-03",1997,"Riots/Protests","Police Forces of Kenya (1978-2002)","Rioters (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters News",0
"43","1997-07-05",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"BBC Monitoring Service: Africa",0
"44","1997-07-05",1997,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"BBC Monitoring Service: Africa",0
"45","1997-07-07",1997,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Laikipia","Laikipia West","Igwamiti","Nyahururu",0.0333,36.3667,"Reuters News",0
"46","1997-07-07",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters News",3
"47","1997-07-07",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Kiambu","Thika Town","Kamenu","Thika",-1.05,37.083333,"Reuters News",1
"48","1997-07-07",1997,"Violence against civilians","Rioters (Kenya)","Civilians (Kenya)","Kenya","Laikipia","Laikipia West","Igwamiti","Nyahururu",0.0333,36.3667,"Reuters News",7
"49","1997-07-08",1997,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Globe and Mail",8
"50","1997-07-09",1997,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters News",15
"51","1997-07-11",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"BBC Monitoring Service: Africa",0
"52","1997-07-14",1997,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters News",0
"53","1997-07-15",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters News",0
"54","1997-07-15",1997,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters News",0
"55","1997-07-21",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Isiolo","Isiolo North","Bulla Pesa","Isiolo",0.35462,37.58218,"BBC Monitoring Service: Africa",3
"56","1997-07-24",1997,"Battle-No change of territory","KANU: Kenya African National Union","NARC: National Rainbow Coalition","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters News",0
"57","1997-08-08",1997,"Battle-No change of territory","NARC: National Rainbow Coalition","Police Forces of Kenya (1978-2002)","Kenya","Kiambu","Kiambu","Riabai","Kiambu",-1.16667,36.83333,"Reuters News",2
"58","1997-08-08",1997,"Battle-No change of territory","NARC: National Rainbow Coalition","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters News",1
"59","1997-08-08",1997,"Violence against civilians","NARC: National Rainbow Coalition","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters News",1
"60","1997-08-10",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Reuters News",0
"61","1997-08-13",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Reuters News",6
"62","1997-08-13",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Reuters News",7
"63","1997-08-14",1997,"Battle-No change of territory","Militia (Students)","Police Forces of Kenya (1978-2002)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"BBC Monitoring Service: Africa",0
"64","1997-08-15",1997,"Battle-No change of territory","Militia (Students)","Police Forces of Kenya (1978-2002)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Reuters News",0
"65","1997-08-15",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Kilifi","Kilifi South","Shimo La Tewa","Mtwapa",-3.949864,39.745037,"Reuters News",1
"66","1997-08-16",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Kwale","Matuga","Waa","Kaya Bombo Forest",-4.13333,39.58333,"Reuters News",0
"67","1997-08-16",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Reuters News",3
"68","1997-08-17",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Reuters News",6
"69","1997-08-17",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Reuters News",5
"70","1997-08-18",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Reuters News",0
"71","1997-08-18",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Daily Telegraph (UK)",5
"72","1997-08-19",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Kilifi","Kilifi South","Shimo La Tewa","Mtwapa",-3.949864,39.745037,"BBC Monitoring Service: Africa",1
"73","1997-08-19",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Kongowea Village Militia (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"BBC Monitoring Service: Africa",1
"74","1997-08-19",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Nyali","Frere Town","Kisauni",-4.03333,39.68333,"BBC Monitoring Service: Africa",1
"75","1997-08-19",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Likoni","Timbwani","Likoni",-4.08394,39.66161,"BBC Monitoring Service: Africa",0
"76","1997-08-19",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"BBC Monitoring Service: Africa",1
"77","1997-08-19",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"BBC Monitoring Service: Africa",2
"78","1997-08-19",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Australian",30
"79","1997-08-20",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Reuters News",0
"80","1997-08-20",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"South China Morning Post",0
"81","1997-08-22",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Likoni","Timbwani","Likoni",-4.08394,39.66161,"Reuters News",2
"82","1997-08-24",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Likoni","Timbwani","Likoni",-4.08394,39.66161,"Reuters News",1
"84","1997-09-06",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Likoni","Timbwani","Likoni",-4.08394,39.66161,"Reuters News",6
"85","1997-09-11",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Kwale","Msambweni","Gombato Bongwe","Diani",-4.279213,39.594306,"The Times (UK)",2
"86","1997-09-11",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (International)","Kenya","Kwale","Msambweni","Gombato Bongwe","Ukunda",-4.2875,39.566111,"The Times (UK)",1
"87","1997-09-11",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kwale","Msambweni","Gombato Bongwe","Ukunda",-4.2875,39.566111,"The Times (UK)",0
"88","1997-09-12",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Dow Jones International News",8
"89","1997-09-12",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Reuters News",1
"90","1997-09-12",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Kwale","Msambweni","Gombato Bongwe","Ukunda",-4.2875,39.566111,"Reuters News",1
"91","1997-09-13",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (International)","Kenya","West Pokot","Kapenguria","Lokori/Kochodin","Masai Mara Reserve",1.27,35.03,"Reuters News",0
"92","1997-09-19",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Garissa","Garissa Township","Iftin","Garissa",-0.453568,39.646096,"Reuters News",5
"93","1997-09-19",1997,"Violence against civilians","Unidentified Armed Group (Uganda)","Civilians (Kenya)","Kenya","Turkana","Turkana Central","Kanamkemer","Lodwar",3.11911,35.59727,"BBC Monitoring Service: Africa (25/09/1997)",10
"94","1997-09-20",1997,"Battle-No change of territory","Pokot Ethnic Militia (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Dow Jones International News",9
"95","1997-09-20",1997,"Violence against civilians","Unidentified Armed Group (Uganda)","Civilians (Kenya)","Kenya","Turkana","Turkana Central","Kanamkemer","Lodwar",3.11911,35.59727,"BBC Monitoring Service: Africa (25/09/1997)",11
"96","1997-09-20",1997,"Violence against civilians","Pokot Ethnic Militia (Uganda)","Civilians (Kenya)","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Dow Jones International News",31
"97","1997-09-26",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Garissa","Garissa Township","Iftin","Garissa",-0.453568,39.646096,"BBC Monitoring Service: Africa",9
"98","1997-09-26",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Garissa","Garissa Township","Iftin","Garissa",-0.453568,39.646096,"BBC Monitoring Service: Africa",3
"99","1997-09-27",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Garissa","Garissa Township","Iftin","Garissa",-0.453568,39.646096,"Reuters News",9
"100","1997-10-02",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Migori","Suna West","Ragana-Oruba","Migori",-1.0667,34.4667,"BBC Monitoring Service: Africa",2
"101","1997-10-02",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kisumu","Nyando","Kobura","Rabour",-0.15,34.8,"BBC Monitoring Service: Africa",0
"102","1997-10-10",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Dow Jones International News",0
"103","1997-10-10",1997,"Battle-No change of territory","NARC: National Rainbow Coalition","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Dow Jones International News",0
"104","1997-10-11",1997,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Kakamega","Ikolomani","Idakho South","Eregi",0.15,34.7,"BBC Monitoring Service: Africa",1
"105","1997-10-15",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Kibra","Lindi","Kibera",-1.311658,36.789134,"BBC Monitoring Service: Africa",4
"106","1997-10-19",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Laikipia","Laikipia West","Igwamiti","Nyahururu",0.0333,36.3667,"The Australian",0
"107","1997-10-20",1997,"Battle-No change of territory","Luo Ethnic Militia (Kenya)","Kisii Ethnic Militia (Kenya)","Kenya","Migori","Suna West","Ragana-Oruba","Migori",-1.0667,34.4667,"Xinhua",8
"108","1997-10-21",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Reuters News",1
"109","1997-10-21",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Reuters News",0
"110","1997-10-29",1997,"Strategic development","Government of Sudan (1989-)","SPLA/M: Sudanese Peoples Liberation Army/Movement","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse",0
"111","1997-10-30",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"The Nation",0
"112","1997-10-30",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Garissa","Garissa Township","Iftin","Garissa",-0.453568,39.646096,"BBC Monitoring Service: Africa",3
"113","1997-10-31",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"KBC Radio",0
"114","1997-10-31",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Kwale","Matuga","Tsimba Golini","Kwale",-4.17375,39.45206,"Reuters News",5
"115","1997-10-31",1997,"Battle-No change of territory","Maasai Ethnic Militia (Kenya)","Kisii Ethnic Militia (Kenya)","Kenya","Migori","Suna West","Ragana-Oruba","Nyanza",-1.06667,34.46667,"Reuters News",5
"116","1997-11-20",1997,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Narok","Kilgoris","Shankoe","Kilgoris",-1.0077,34.88062,"The Nation",0
"117","1997-11-20",1997,"Battle-No change of territory","Kisii Ethnic Militia (Kenya)","Maasai Ethnic Militia (Kenya)","Kenya","Narok","Kilgoris","Shankoe","Kilgoris",-1.0077,34.88062,"Agence France Presse; Associated Press International; The Nation",12
"118","1997-11-20",1997,"Battle-No change of territory","Kisii Ethnic Militia (Kenya)","Maasai Ethnic Militia (Kenya)","Kenya","Narok","Kilgoris","Kilgoris Central","Nyangusu",-0.930182,34.850812,"Xinhua; The Nation",2
"119","1997-11-20",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Narok","Kilgoris","Shankoe","Kilgoris",-1.0077,34.88062,"The Nation",1
"120","1997-11-22",1997,"Violence against civilians","Rioters (Kenya)","Civilians (Kenya)","Kenya","Narok","Kilgoris","Shankoe","Kilgoris",-1.0077,34.88062,"KTN TV",0
"121","1997-11-23",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kitui","Kitui Central","Township","Kitui",-1.36667,38.01667,"The Nation",0
"122","1997-11-23",1997,"Strategic development","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kakamega","Lurambi","Sheywe","Kakamega",0.2833,34.75,"The Nation",0
"123","1997-11-24",1997,"Violence against civilians","KANU: Kenya African National Union","Civilians (Kenya)","Kenya","Kakamega","Lurambi","Mahiakalo","Lurambi",0.3,34.766667,"The Nation",0
"124","1997-11-24",1997,"Strategic development","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"KBC TV",0
"125","1997-11-24",1997,"Violence against civilians","Rioters (Kenya)","Civilians (Kenya)","Kenya","Kitui","Kitui Central","Township","Kitui",-1.36667,38.01667,"The Nation",0
"126","1997-11-25",1997,"Violence against civilians","KANU: Kenya African National Union","Civilians (Kenya)","Kenya","Siaya","Alego Usonga","Siaya Township","Siaya",0.06,34.2861,"The Nation",0
"127","1997-11-25",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Nation",0
"128","1997-11-27",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","West Pokot","Kapenguria","Kapenguria","Kapenguria",1.23333,35.11667,"The Nation",0
"129","1997-11-27",1997,"Riots/Protests","Rioters (Kenya)","Rioters (Kenya)","Kenya","Kakamega","Lurambi","Sheywe","Kakamega",0.2833,34.75,"The Nation",1
"130","1997-11-27",1997,"Riots/Protests","Rioters (Kenya)","Rioters (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Nation",0
"131","1997-11-29",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse",0
"132","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Embu","Manyatta","Kirimari","Embu",-0.53333,37.45,"Agence France Presse",0
"133","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kisii","Nyaribari Chache","Kisii Central","Kisii",-0.68333,34.766667,"Agence France Presse",0
"134","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Agence France Presse",0
"135","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Meru","North Imenti","Municipality","Meru",0.05,37.65,"Agence France Presse",0
"136","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nakuru","Naivasha","Lake View","Naivasha",-0.720236,36.428531,"Agence France Presse",0
"137","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Agence France Presse",0
