"","EVENT_DATE","YEAR","EVENT_TYPE","PERPRETATORS","VICTIMS","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","FATALITIES"
"2126","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kilifi","Kilifi North","Kibarani","Kilifi",-3.63333,39.85,"All Africa",0
"2127","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kisii","Nyaribari Chache","Kisii Central","Kisii",-0.68333,34.766667,"Reuters (LBA) 29/12/2007",10
"2128","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"The Daily Express, 1/12/08, All Africa 31/12/07, Agence France Presse 1/1/08",48
"2129","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.860813,"Associated Press Newswires, 01-01-2007",0
"2130","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Migori","Suna West","Ragana-Oruba","Migori",-1.0667,34.4667,"Dow Jones International (DJI) 29/12/2007, Times Staff Writer (STPT) 30/12/2007",3
"2131","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nakuru","Kuresoi North","Sirikwa","Molo",-0.25,35.73333,"All Africa",1
"2132","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"All Africa",0
"2133","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"All Africa",40
"2134","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"All Africa",7
"2135","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Narok","Narok North","Narok Town","Narok",-1.07829,35.86012,"All Africa",0
"2136","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Homa Bay","Kasipul","Central Kasipul","Rachuonyo",-0.4333,34.6833,"All Africa",6
"2137","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Taita Taveta","Taveta","Mboghoni","Taveta",-3.39879,37.68336,"All Africa",0
"2138","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Vihiga","Vihiga","Lugaga-Wamuluma","Vihiga",0.080196,34.723711,"All Africa",3
"2139","2007-12-29",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Taita Taveta","Wundanyi","Wundanyi/Mbale","Wundanyi",-3.4,38.3667,"All Africa",0
"2140","2007-12-29",2007,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Associated Press Writer (APRS) 29/12/2007",0
"2141","2007-12-29",2007,"Battle-No change of territory","Police Forces of Kenya (2002-2013)","Unidentified Armed Group (Kenya)","Kenya","Kericho","Ainamoi","Kipchebor","Kericho",-0.36774,35.28314,"Dow Jones International 2/1/08",2
"2142","2007-12-29",2007,"Battle-No change of territory","Luo Ethnic Militia (Kenya)","Kikuyu Ethnic Militia (Kenya)","Kenya","Nairobi","Kibra","Lindi","Kibera",-1.311658,36.789134,"All Africa (AFNWS) 31/12/2007",0
"2143","2007-12-29",2007,"Battle-No change of territory","Luo Ethnic Militia (Kenya)","Kikuyu Ethnic Militia (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Agence France Presse",9
"2144","2007-12-29",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kwale","Kinango","Kinango","Miritini",-4,39.5667,"The Nation 02/01/2008",11
"2145","2007-12-29",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Agence France Presse",6
"2146","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Migori","Awendo","South Sakwa","Awendo",-0.9,34.5333,"Daily Nation 31/12/09",0
"2147","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"All Africa",11
"2148","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Homa Bay","Homa Bay Town","Homa Bay Central","Homa Bay",-0.52731,34.45714,"Daily Nation 30/12/2007",0
"2149","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nandi","Emgwen","Kapsabet","Kapsabet",0.20387,35.105,"Dow Jones International (DJI) 31/12/2007",4
"2150","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Kuresoi North","Kiptororo","Kuresoi",-0.301228,35.532125,"All Africa",0
"2151","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Kuresoi North","Sirikwa","Molo",-0.25,35.73333,"Irish Times 2/1/08",17
"2152","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"All Africa",0
"2153","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Dow Jones International (DJI) 31/12/2007, BBC Monitoring Africa (BBCAP) 31/12/2007",7
"2154","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Migori","Rongo","Central Kamagambo","Rongo",-0.76667,34.6,"Daily Nation 31/12/09",0
"2155","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"Dow Jones International (DJI) 30/12/2007",1
"2156","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kakamega","Lurambi","Sheywe","Kakamega",0.2833,34.75,"Dow Jones International (DJI) 30/12/2007",2
"2157","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Dow Jones International (DJI) 30/12/2007",4
"2158","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Dow Jones International (DJI) 31/12/2007",46
"2159","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.860813,"Associated Press Newswires, 01-01-2007",0
"2160","2007-12-30",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Al Jazeera English (AJAZEN) 30/12/2007",0
"2161","2007-12-30",2007,"Battle-No change of territory","Police Forces of Kenya (2002-2013)","Unidentified Armed Group (Kenya)","Kenya","Muranga","Gatanga","Kakuzi/Mitubiri","Katito",-1.0166,37.3167,"The Nation 3/1/08",1
"2162","2007-12-30",2007,"Violence against civilians","Mungiki Militia","Civilians (Kenya)","Kenya","Kiambu","Kiambu","Riabai","Kiambu",-1.16667,36.83333,"Reuters",5
"2163","2007-12-30",2007,"Violence against civilians","ODM: Orange Democratic Movement","Civilians (Kenya)","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.860813,"Associated Press Newswires, 01-01-2007",0
"2164","2007-12-30",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Embakasi North","Dandora Area Ii","Dandora",-1.250046,36.900102,"The Nation 02/01/2008",0
"2165","2007-12-30",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Dagoretti South","Kawangware","Kawangware",-1.282788,36.75166,"The Nation 02/01/2008",0
"2166","2007-12-30",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Uasin Gishu","Kapseret","Ngeria","Kiambaa",0.45,35.2833,"Agence France Presse",12
"2167","2007-12-30",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Kibra","Lindi","Kibera",-1.311658,36.789134,"The Nation 02/01/2008",0
"2168","2007-12-30",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.860813,"The Nation 02/01/2008",0
"2169","2007-12-30",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Nation 02/01/2008",0
"2170","2007-12-30",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Nation 02/01/2008, Saturday Star 5/1/08",0
"2171","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kisumu","Nyando","Ahero","Ahero",-0.1833,34.9166,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2172","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Busia","Matayos","Burumba","Busia",0.46005,34.11169,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2173","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Kibra","Woodley/Kenyatta Golf Course","Dagoretti",-1.298916,36.761131,"All Africa (AFNWS) 31/12/2007",0
"2174","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"All Africa (AFNWS) 31/12/2007",1
"2175","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2176","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Homa Bay","Homa Bay Town","Homa Bay Central","Homa Bay",-0.52731,34.45714,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2177","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kiambu","Juja","Kalimoni","Juja",-1.1833,37.1167,"All Africa (AFNWS) 31/12/2007",0
"2178","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kakamega","Lurambi","Sheywe","Kakamega",0.2833,34.75,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2179","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kericho","Ainamoi","Kipchebor","Kericho",-0.36774,35.28314,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2180","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2181","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Trans Nzoia","Saboti","Matisi","Kitale",1.0167,35,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2182","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Kuresoi North","Kiptororo","Kuresoi",-0.301228,35.532125,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2183","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Bungoma","Lugari","Chekalini","Lugari",0.647495,34.877499,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2184","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.860813,"Dow Jones International 3/1/08",1
"2185","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Migori","Suna West","Ragana-Oruba","Migori",-1.0667,34.4667,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2186","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Kuresoi North","Sirikwa","Molo",-0.25,35.73333,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2187","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Agence France Presse",10
"2188","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2189","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"All Africa",0
"2190","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2191","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Naivasha","Lake View","Naivasha",-0.720236,36.428531,"All Africa",0
"2192","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"The Nation, Kenya (MEWNAT) 31/12/2007",0
"2193","2007-12-31",2007,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kericho","Ainamoi","Kipchebor","Kericho",-0.36774,35.28314,"All Africa (AFNWS) 31/12/2007",0
"2194","2007-12-31",2007,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"All Africa (AFNWS) 31/12/2007",0
"2195","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Bungoma","Kanduyi","Khalaba","Bungoma",0.5635,34.56055,"All Africa (AFNWS) 31/12/2007, Daily Nation 30/12/2007",0
"2196","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Busia","Matayos","Burumba","Busia",0.46005,34.11169,"All Africa (AFNWS) 31/12/2007",0
"2197","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"All Africa",0
"2198","2007-12-31",2007,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Ruaraka","Korogocho","Korogocho",-1.251264,36.889624,"Reuters (LBA) 31/12/2007",15
"2199","2007-12-31",2007,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Unidentified Armed Group (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"All Africa",6
"2200","2007-12-31",2007,"Battle-No change of territory","Luo Ethnic Militia (Kenya)","Kikuyu Ethnic Militia (Kenya)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Agence France Presse",9
"2201","2007-12-31",2007,"Battle-No change of territory","Kalenjin Ethnic Militia (Kenya)","Kisii Ethnic Militia (Kenya)","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"The Oakland Tribune 3/1/08",12
"2202","2007-12-31",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Nation 02/01/2008, Saturday Star 5/1/08",0
"2203","2007-12-31",2007,"Violence against civilians","Luo Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Changamwe","Changamwe","Changamwe",-4.0166,39.6333,"Dow Jones International (DJI) 31/12/2007",6
"2204","2007-12-31",2007,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Uganda)","Kenya","Uasin Gishu","Ainabkoi","Kapsoya","Eldoret",0.516667,35.283333,"The New Vision 01/01/08",30
"2205","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Bomet","Chepalungu","Nyangores","Bomet",-0.78333,35.35,"All Africa",0
"2206","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kericho","Bureti","Chemosot","Chemosot",-0.5,35.1667,"All Africa",0
"2207","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Bomet","Sotik","Kapletundo","Kapkatet",-0.63333,35.2,"All Africa",0
"2208","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Bomet","Sotik","Chemagel","Kaplong",-0.6833,35.1333,"All Africa",0
"2209","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kericho","Ainamoi","Kipchebor","Kericho",-0.36774,35.28314,"All Africa",0
"2210","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Kibra","Lindi","Kibera",-1.311658,36.789134,"Dow Jones International 3/1/08",0
"2211","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kericho","Ainamoi","Kipchebor","Kipkelion",-0.3666,35.2833,"All Africa",0
"2212","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kisii","Nyaribari Chache","Kisii Central","Kisii",-0.68333,34.766667,"All Africa",0
"2213","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Kuresoi North","Kiptororo","Kuresoi",-0.301228,35.532125,"All Africa",0
"2214","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.860813,"New York Times 5/1/08",2
"2215","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Migori","Suna West","Ragana-Oruba","Migori",-1.0667,34.4667,"All Africa",0
"2216","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Bomet","Konoin","Mogogosiek","Mogogosiek",-0.6166,35.2667,"All Africa",0
"2217","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Kuresoi North","Sirikwa","Molo",-0.25,35.73333,"All Africa",0
"2218","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Njoro","Njoro","Njoro",-0.331626,35.944938,"All Africa",0
"2219","2008-01-01",2008,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Dow Jones International 3/1/08",0
"2220","2008-01-01",2008,"Battle-No change of territory","ODM: Orange Democratic Movement","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"BBC Monitoring",0
"2221","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"All Africa",0
"2222","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Dow Jones International 3/1/08",0
"2223","2008-01-01",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Migori","Awendo","South Sakwa","Ranen",-0.8666,34.5667,"All Africa",1
"2224","2008-01-01",2008,"Battle-No change of territory","Police Forces of Kenya (2002-2013)","Luo Ethnic Militia (Kenya)","Kenya","Migori","Suna West","Ragana-Oruba","Migori",-1.0667,34.4667,"Dow Jones International 3/1/08",3
"2225","2008-01-01",2008,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Bomet","Chepalungu","Nyangores","Bomet",-0.78333,35.35,"All Africa",0
"2226","2008-01-01",2008,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Nation 02/01/2008, Saturday Star 5/1/08",0
"2227","2008-01-02",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Bomet","Konoin","Mogogosiek","Mogogosiek",-0.6166,35.2667,"All Africa",0
"2228","2008-01-02",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Kuresoi North","Sirikwa","Molo",-0.25,35.73333,"All Africa",5
"2229","2008-01-02",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Njoro","Njoro","Njoro",-0.331626,35.944938,"All Africa",0
"2230","2008-01-02",2008,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Nation 2/1/08",0
"2231","2008-01-02",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"All Africa",0
"2232","2008-01-02",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nakuru","Kuresoi North","Kiptororo","Kuresoi",-0.301228,35.532125,"All Africa",15
"2233","2008-01-02",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Nation 2/1/08",0
"2234","2008-01-02",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"All Africa",5
"2235","2008-01-02",2008,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Nation 6/1/08",0
"2236","2008-01-02",2008,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Nation 02/01/2008, Saturday Star 5/1/08",0
"2237","2008-01-03",2008,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Daily Star 6/1/08",1
"2238","2008-01-03",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Ruaraka","Baba Dogo","Kariobangi",-1.240741,36.880354,"The Nation 6/1/08",0
"2239","2008-01-03",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.860813,"The Nation 6/1/08",0
"2240","2008-01-03",2008,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Nation 6/1/08",0
"2241","2008-01-03",2008,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Unidentified Armed Group (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Daily Star 6/1/08",0
"2242","2008-01-03",2008,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Busia","Matayos","Burumba","Busia",0.46005,34.11169,"Associated Press Newswires 7/1/08",30
"2243","2008-01-04",2008,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Trans Nzoia","Saboti","Matisi","Kitale",1.0167,35,"Dow Jones International 6/1/08",7
"2244","2008-01-04",2008,"Battle-No change of territory","Kalenjin Ethnic Militia (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nakuru","Nakuru Town East","London","Kachibora",-0.2833,36.0667,"Associated Press Newswires 6/1/08",0
"2245","2008-01-04",2008,"Violence against civilians","Police Forces of Kenya (2002-2013)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"APRS 6/1/08",2
"2246","2008-01-04",2008,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nakuru","Nakuru Town East","London","Kachibora",-0.2833,36.0667,"Associated Press Newswires 6/1/08",2
"2247","2008-01-05",2008,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Trans Nzoia","Saboti","Matisi","Kitale",1.0167,35,"BBC Monitoring",1
"2248","2008-01-05",2008,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Nation 8/1/08",0
"2249","2008-01-05",2008,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Trans Nzoia","Saboti","Matisi","Kitale",1.0167,35,"BBC Monitoring",0
"2250","2008-01-06",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Kibra","Lindi","Kibera",-1.311658,36.789134,"Reuters",1
"2251","2008-01-06",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Mathare","Mabatini","Mathare",-1.261413,36.860813,"Reuters",0
"2252","2008-01-06",2008,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Reuters",1
"2253","2008-01-06",2008,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Marsabit","North Horr","North Horr","North Horr",3.3167,37.0667,"BBC Monitoring",4
"2254","2008-01-07",2008,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Uasin Gishu","Ainabkoi","Ainabkoi/Olare","Burnt Forest",0.21667,35.43333,"BBC Monitoring",0
"2255","2008-01-07",2008,"Battle-No change of territory","Unidentified Ethnic Militia (Kenya)","Unidentified Ethnic Militia (Kenya)","Kenya","Marsabit","Saku","Marsabit Central","Marsabit",2.3333,37.9833,"Reuters",5
"2256","2008-01-07",2008,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Bungoma","Mt. Elgon","Elgon","Kenana",0.85,34.7167,"BBC Monitoring",11
"2257","2008-01-08",2008,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nakuru","Kuresoi North","Sirikwa","Molo",-0.25,35.73333,"BBC Monitoring",1
"2258","2008-01-08",2008,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2002-2013)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"BBC Monitoring",0
